row_id,filename,class,xmin,ymin,xmax,ymax,z_true,z_pred
10037,001876.txt,Misc,834.45,158.33,855.94,184.8,60.66,59.65453
10038,001876.txt,Car,881.81,169.87,931.96,192.59,47.48,47.68327
10039,001876.txt,Car,917.02,161.03,974.06,193.68,41.88,39.54834
10040,001876.txt,Misc,963.13,146.01,1008.85,193.84,37.57,36.378292
10041,001877.txt,Car,0.0,201.34,303.91,369.0,3.35,5.574753
10042,001877.txt,Cyclist,991.7,147.33,1029.64,217.29,18.35,18.802233
10043,001877.txt,Car,720.18,162.16,860.07,209.06,24.35,25.765694
10044,001877.txt,Car,444.44,171.41,474.1,194.75,46.05,49.854473
10045,001877.txt,Car,306.16,175.04,362.96,206.31,39.61,39.425617
10046,001878.txt,Car,0.0,213.59,359.07,374.0,6.21,5.271074
10047,001878.txt,Car,811.88,187.87,1184.48,374.0,6.63,6.9068704
10048,001878.txt,Car,653.0,184.43,715.43,227.06,27.91,27.53976
10049,001878.txt,Car,589.27,186.66,632.09,211.81,42.72,46.87469
10050,001878.txt,Car,795.22,179.52,934.7,236.98,20.32,21.127981
10051,001878.txt,Car,967.66,181.15,1146.88,240.52,19.45,19.696785
10052,001878.txt,Car,548.2,183.68,595.6,204.29,57.78,59.25288
10053,001878.txt,Cyclist,479.45,185.12,491.35,214.73,41.23,40.90974
10054,001879.txt,Pedestrian,380.23,154.46,416.23,236.74,16.42,16.797983
10055,001879.txt,Pedestrian,399.97,156.01,435.97,234.87,16.94,17.353104
10056,001879.txt,Van,703.82,157.58,855.81,227.93,20.98,22.201252
10057,001880.txt,Car,583.15,176.19,642.67,233.51,22.68,22.690948
10058,001880.txt,Cyclist,781.89,161.59,823.82,229.47,20.41,20.972828
10059,001880.txt,Tram,353.99,86.48,539.29,250.62,23.62,24.883787
10060,001881.txt,Truck,600.27,156.23,630.39,188.84,69.92,74.75443
10061,001881.txt,Car,422.71,179.68,451.88,197.89,68.71,69.10868
10062,001881.txt,Cyclist,673.09,164.35,684.81,192.3,49.09,49.47279
10063,001882.txt,Car,0.0,209.81,352.27,374.0,4.74,5.5704985
10064,001882.txt,Car,307.16,192.01,500.74,322.64,10.92,10.606102
10065,001882.txt,Car,482.51,190.35,593.23,264.81,16.61,16.665861
10066,001882.txt,Car,748.64,169.23,795.13,200.23,43.63,40.213272
10067,001882.txt,Car,907.3,169.45,1029.78,206.77,29.92,31.331772
10068,001882.txt,Car,790.23,167.82,822.66,190.37,53.38,51.321957
10069,001883.txt,Truck,622.75,129.9,683.84,203.77,40.08,39.761112
10070,001883.txt,Car,0.0,192.18,76.26,238.08,24.62,25.377567
10071,001883.txt,Car,87.08,185.89,186.27,222.5,32.1,32.489574
10072,001883.txt,Car,175.08,184.89,240.42,215.51,37.55,40.694256
10073,001883.txt,Car,230.58,182.68,287.46,208.02,42.99,45.4788
10074,001883.txt,Car,268.71,183.81,321.87,205.99,47.98,51.95576
10075,001883.txt,Car,311.55,179.4,350.75,201.42,53.72,54.243275
10076,001883.txt,Car,336.68,180.54,369.68,198.86,58.59,62.23302
10077,001884.txt,Car,593.79,170.6,627.51,203.07,38.88,38.902966
10078,001884.txt,Truck,696.72,157.77,767.92,189.36,71.71,73.753746
10079,001884.txt,Truck,428.14,152.66,479.88,197.67,60.95,61.342766
10080,001885.txt,Misc,4.32,191.89,53.93,233.1,31.65,33.532505
10081,001885.txt,Car,221.36,181.01,312.24,214.34,37.43,37.02422
10082,001885.txt,Car,390.32,173.24,455.28,201.61,47.35,45.56676
10083,001885.txt,Car,338.79,177.48,404.59,200.59,52.44,53.273323
10084,001885.txt,Car,501.44,169.9,567.89,192.15,56.47,57.018177
10085,001886.txt,Car,623.03,175.12,662.37,214.59,30.33,32.66247
10086,001886.txt,Car,498.12,182.75,561.86,221.67,29.09,30.509514
10087,001886.txt,Car,531.66,180.02,570.78,211.53,35.95,37.78983
10088,001887.txt,Van,138.32,179.32,414.41,349.8,9.34,9.446645
10089,001887.txt,Car,482.73,184.48,537.83,226.4,26.41,28.959427
10090,001887.txt,Van,505.16,168.95,552.7,212.07,32.67,36.384556
10091,001888.txt,Car,0.0,201.01,303.65,369.0,3.35,5.584104
10092,001888.txt,Cyclist,991.67,147.26,1029.58,217.12,18.38,18.830345
10093,001888.txt,Car,441.63,173.45,472.09,198.0,46.36,49.74658
10094,001889.txt,Van,651.45,167.83,675.56,189.87,70.29,76.30983
10095,001889.txt,Car,724.26,175.05,771.63,198.45,47.77,48.122578
10096,001890.txt,Car,578.45,173.97,608.64,197.89,40.21,49.129574
10097,001890.txt,Car,542.64,172.27,570.09,193.65,48.72,53.411873
10098,001890.txt,Van,599.1,160.47,615.85,183.41,74.14,78.20519
10099,001891.txt,Car,595.5,175.47,638.84,216.45,29.59,30.776981
10100,001891.txt,Car,1202.24,161.82,1241.0,374.0,4.04,3.738103
10101,001891.txt,Car,909.46,169.39,1213.17,358.43,7.64,5.97234
10102,001891.txt,Car,778.29,176.32,999.31,290.38,11.05,11.303507
10103,001891.txt,Car,728.09,169.41,897.57,261.56,14.46,14.05475
10104,001891.txt,Car,709.44,173.89,859.8,240.58,18.06,18.907463
10105,001891.txt,Car,691.9,169.69,821.14,229.04,21.62,21.097927
10106,001891.txt,Car,679.63,174.56,778.56,212.56,28.85,30.777872
10107,001891.txt,Car,504.45,181.51,532.78,202.15,50.87,58.255474
10108,001891.txt,Car,659.1,173.56,732.47,202.22,39.59,39.606762
10109,001891.txt,Car,645.58,174.63,705.89,197.45,46.39,49.358135
10110,001891.txt,Van,638.36,169.26,689.19,192.47,60.83,63.314182
10111,001891.txt,Car,478.9,175.72,506.06,194.57,66.76,70.08897
10112,001891.txt,Car,457.29,177.14,475.32,191.73,74.6,73.13827
10113,001892.txt,Misc,304.03,181.94,325.58,203.71,58.53,59.855137
10114,001892.txt,Car,413.46,177.05,470.81,197.31,59.8,61.471806
10115,001892.txt,Car,486.51,174.21,531.22,191.03,71.11,70.58561
10116,001893.txt,Car,572.29,173.36,615.64,212.87,31.34,31.51548
10117,001893.txt,Car,0.0,192.68,80.78,305.27,8.99,9.529083
10118,001893.txt,Car,0.0,187.04,327.95,347.27,8.9,7.974639
10119,001893.txt,Van,186.79,168.37,331.39,250.59,17.59,20.311094
10120,001893.txt,Misc,352.42,146.77,467.94,255.39,16.13,18.1538
10121,001893.txt,Van,404.48,145.49,505.4,236.54,21.23,23.784925
10122,001893.txt,Car,308.68,184.82,386.02,227.71,24.23,28.992565
10123,001893.txt,Car,482.12,171.16,529.28,209.0,36.27,35.88903
10124,001893.txt,Car,510.48,180.07,541.2,202.85,48.07,51.42728
10125,001893.txt,Van,526.93,163.26,555.89,194.94,60.61,61.996563
10126,001893.txt,Car,75.42,184.02,231.05,246.72,19.04,20.293318
10127,001894.txt,Car,1096.29,185.38,1146.8,223.19,30.16,31.342827
10128,001895.txt,Car,198.99,186.25,338.91,234.06,23.21,24.905388
10129,001895.txt,Van,121.67,170.15,275.11,227.08,27.49,30.306618
10130,001895.txt,Pedestrian,951.08,159.7,992.23,270.06,11.06,11.539929
10131,001895.txt,Car,430.34,179.1,514.88,215.48,31.88,33.34203
10132,001895.txt,Car,443.71,179.31,507.31,206.84,41.69,43.686153
10133,001895.txt,Car,570.9,174.19,609.68,197.1,56.81,52.09201
10134,001895.txt,Van,631.58,172.84,652.04,192.66,72.4,83.52948
10135,001895.txt,Car,570.33,177.34,624.28,204.01,42.47,43.651257
10136,001895.txt,Car,732.31,174.89,757.59,190.62,68.14,71.12724
10137,001896.txt,Car,69.49,181.86,163.41,222.73,29.51,30.688053
10138,001896.txt,Car,415.84,179.41,505.18,238.66,20.02,21.294329
10139,001896.txt,Car,280.02,176.67,326.11,201.55,47.76,48.818146
10140,001896.txt,Car,315.71,175.67,361.48,198.5,52.66,53.116856
10141,001896.txt,Car,549.34,176.6,572.08,194.0,61.35,67.49897
10142,001896.txt,Car,513.15,172.26,552.71,207.17,38.12,39.91766
10143,001896.txt,Car,585.76,174.23,623.26,211.59,33.9,34.97909
10144,001897.txt,Car,649.18,177.54,795.77,276.22,12.97,13.234863
10145,001897.txt,Car,550.4,180.68,610.5,219.96,27.62,30.245358
10146,001897.txt,Car,1143.65,183.39,1241.0,374.0,5.38,3.5350761
10147,001897.txt,Car,496.23,174.0,561.69,201.72,42.55,45.18955
10148,001897.txt,Cyclist,349.94,177.55,405.32,276.96,12.77,13.092563
10149,001897.txt,Car,604.87,172.05,674.42,201.95,39.52,41.077858
10150,001897.txt,Car,658.77,171.7,720.53,198.48,42.47,43.89198
10151,001897.txt,Car,715.32,172.65,762.0,195.12,45.8,49.350853
10152,001898.txt,Car,0.0,117.48,352.68,374.0,7.33,5.8018804
10153,001898.txt,Car,377.81,179.44,435.75,229.9,25.8,25.519613
10154,001898.txt,Car,576.13,179.81,638.47,231.56,23.11,23.317848
10155,001898.txt,Car,553.42,180.86,608.05,223.93,27.73,26.709623
10156,001898.txt,Truck,398.98,153.51,453.93,211.58,35.27,42.471737
10157,001898.txt,Car,532.68,179.83,563.77,207.23,40.77,44.922504
10158,001898.txt,Van,508.67,171.92,532.21,194.51,65.69,68.50644
10159,001898.txt,Car,593.41,179.05,698.68,255.04,16.91,17.13143
10160,001899.txt,Car,549.66,173.77,573.91,195.41,59.33,59.61583
10161,001900.txt,Car,536.17,186.97,568.98,211.73,45.09,45.763775
10162,001900.txt,Van,595.91,181.56,619.66,205.39,59.91,62.62613
10163,001901.txt,Truck,605.83,137.82,669.73,202.92,44.74,45.64301
10164,001901.txt,Car,333.83,178.69,377.21,201.43,52.57,53.66637
10165,001901.txt,Car,361.16,180.71,402.33,199.44,57.96,59.11021
10166,001902.txt,Pedestrian,396.38,141.1,439.12,303.88,8.69,8.682141
10167,001903.txt,Car,305.16,188.14,450.29,236.43,25.17,24.548586
10168,001904.txt,Misc,859.66,229.89,966.97,305.61,9.98,9.334646
10169,001904.txt,Car,840.78,171.18,941.85,271.74,13.75,13.855521
10170,001904.txt,Car,690.41,176.92,737.65,209.84,34.04,35.60063
10171,001904.txt,Car,832.79,172.3,864.25,201.68,41.83,41.968212
10172,001904.txt,Car,740.53,176.46,773.48,198.49,49.98,50.088196
10173,001905.txt,Car,949.0,177.41,1241.0,277.16,12.08,12.172901
10174,001905.txt,Car,77.32,177.14,300.95,256.72,15.43,16.143562
10175,001906.txt,Car,296.58,177.45,339.08,198.12,53.52,55.285023
10176,001906.txt,Car,574.09,173.71,615.07,214.54,31.22,32.673485
10177,001907.txt,Car,574.49,183.36,657.44,262.64,16.01,16.858341
10178,001907.txt,Car,0.0,209.5,155.71,268.4,20.92,20.708267
10179,001907.txt,Car,278.1,195.64,363.74,233.79,31.14,31.503586
10180,001907.txt,Car,1146.21,183.13,1241.0,255.04,16.92,16.861229
10181,001907.txt,Car,207.66,200.97,283.06,233.69,37.23,37.763157
10182,001907.txt,Car,370.1,190.99,411.91,216.46,49.62,50.17773
10183,001908.txt,Car,574.06,188.88,633.8,238.71,22.32,23.870285
10184,001908.txt,Car,142.55,188.09,331.73,294.1,11.96,13.444414
10185,001908.txt,Car,306.5,204.32,510.64,331.6,9.71,10.494993
10186,001908.txt,Car,426.18,190.8,524.54,273.98,15.1,15.841618
10187,001908.txt,Car,463.16,190.14,538.59,247.69,19.97,21.41566
10188,001908.txt,Car,352.74,187.57,462.14,237.3,21.81,23.473166
10189,001908.txt,Car,538.08,186.28,568.55,209.97,42.88,48.299572
10190,001908.txt,Pedestrian,1182.57,195.6,1241.0,374.0,2.77,3.12787
10191,001908.txt,Car,803.13,200.01,1241.0,374.0,5.42,5.286888
10192,001908.txt,Car,718.57,201.03,922.05,328.37,10.26,10.099958
10193,001908.txt,Car,687.43,183.91,786.32,262.72,16.26,16.208725
10194,001908.txt,Car,634.7,187.82,675.78,219.72,34.21,37.056046
10195,001908.txt,Truck,625.75,149.45,676.94,210.21,44.72,45.301727
10196,001908.txt,Car,241.69,187.35,316.59,219.06,34.06,35.37323
10197,001908.txt,Car,578.55,184.5,616.05,219.18,34.14,35.47613
10198,001908.txt,Car,90.99,185.09,206.79,230.18,24.18,26.670193
10199,001909.txt,Car,0.0,203.56,130.54,306.99,12.53,12.049375
10200,001909.txt,Car,1054.83,154.34,1240.37,249.68,13.57,14.0987835
10201,001909.txt,Car,914.73,161.9,1055.3,248.08,15.74,15.806196
10202,001909.txt,Car,381.94,183.53,438.55,221.17,29.03,32.85687
10203,001909.txt,Car,554.45,165.45,651.01,207.2,31.36,30.258896
10204,001909.txt,Car,187.36,185.14,230.81,215.88,39.84,41.666183
10205,001909.txt,Car,346.91,175.75,371.12,197.81,61.13,63.473026
10206,001909.txt,Van,618.92,135.15,1026.62,374.0,8.22,8.794843
10207,001909.txt,Car,479.3,190.92,616.21,268.29,15.15,16.539152
10208,001910.txt,Pedestrian,445.0,176.69,484.99,287.61,10.45,11.716565
10209,001910.txt,Pedestrian,406.92,171.75,446.93,291.43,10.19,10.83917
10210,001910.txt,Pedestrian,708.74,161.93,742.02,242.47,17.44,16.728645
10211,001910.txt,Pedestrian,748.09,160.14,777.69,242.81,17.18,16.176132
10212,001910.txt,Cyclist,852.17,178.4,883.9,229.94,20.43,24.756634
10213,001910.txt,Pedestrian,374.36,168.98,405.37,245.35,15.38,17.823673
10214,001911.txt,Pedestrian,545.06,148.42,602.01,306.65,8.92,8.674789
10215,001911.txt,Pedestrian,27.6,156.67,93.6,307.3,8.85,9.07416
10216,001912.txt,Car,0.0,170.45,44.74,284.43,10.15,10.435396
10217,001912.txt,Pedestrian,521.63,158.43,556.25,234.33,17.82,17.126383
10218,001912.txt,Pedestrian,538.51,159.51,566.67,232.57,18.33,18.490582
10219,001912.txt,Van,811.56,160.05,970.87,228.46,21.33,22.331379
10220,001912.txt,Car,0.0,176.73,54.84,197.79,52.35,52.321354
10221,001913.txt,Car,513.66,178.58,543.08,200.47,52.58,54.086967
10222,001914.txt,Car,575.42,175.61,633.23,231.54,22.58,23.378773
10223,001914.txt,Car,658.06,176.39,688.45,202.0,42.38,45.840473
10224,001914.txt,Misc,822.86,156.88,843.02,182.1,63.63,60.906612
10225,001914.txt,Car,865.98,168.8,911.8,190.16,50.36,49.589695
10226,001914.txt,Car,896.09,160.72,947.46,191.14,44.84,43.30428
10227,001914.txt,Misc,937.28,146.31,978.68,190.62,40.49,40.03158
10228,001915.txt,Pedestrian,962.13,157.84,1031.43,289.17,10.12,9.795988
10229,001915.txt,Pedestrian,1039.31,160.55,1085.51,287.94,9.75,9.641703
10230,001916.txt,Car,590.47,177.2,615.14,200.67,49.85,53.506214
10231,001916.txt,Car,373.55,188.05,505.96,281.8,13.35,13.866068
10232,001916.txt,Car,1062.81,198.02,1241.0,374.0,1.67,3.4485035
10233,001916.txt,Car,782.97,177.07,1241.0,374.0,6.01,5.497646
10234,001916.txt,Car,729.63,172.2,895.14,315.24,9.97,10.26865
10235,001916.txt,Car,668.01,179.57,750.54,241.38,19.65,20.180943
10236,001916.txt,Car,640.88,178.28,678.81,211.19,34.96,36.8661
10237,001916.txt,Car,657.24,176.99,716.97,227.14,24.77,25.54974
10238,001916.txt,Car,342.11,186.98,422.71,216.34,39.49,39.832935
10239,001916.txt,Car,234.21,187.75,324.94,218.4,39.45,40.264267
10240,001916.txt,Car,628.1,178.34,653.39,199.52,53.43,53.794777
10241,001916.txt,Pedestrian,845.48,153.96,888.33,268.89,11.78,11.588467
10242,001917.txt,Car,641.56,175.81,665.76,198.76,50.91,52.46361
10243,001917.txt,Misc,1013.27,72.5,1241.0,374.0,2.3,3.9426942
10244,001917.txt,Car,752.2,161.92,901.28,286.87,12.82,12.041195
10245,001917.txt,Car,832.21,188.3,1152.3,374.0,7.09,7.57755
10246,001917.txt,Car,708.16,174.98,777.78,234.78,22.59,21.830692
10247,001917.txt,Car,694.74,180.7,732.85,212.36,34.11,37.93993
10248,001918.txt,Car,566.41,178.72,617.41,228.09,25.38,26.551804
10249,001918.txt,Car,401.93,189.46,460.91,227.98,29.22,30.902035
10250,001918.txt,Car,512.8,182.93,550.73,211.43,39.81,40.473705
10251,001918.txt,Cyclist,180.99,188.86,231.41,247.9,22.29,22.291475
10252,001919.txt,Car,387.65,196.18,484.86,272.1,17.33,16.869
10253,001919.txt,Car,843.03,202.81,1241.0,374.0,5.11,4.570623
10254,001919.txt,Car,715.23,191.1,869.19,300.47,11.75,11.866701
10255,001919.txt,Car,664.61,189.51,768.14,265.92,16.37,16.30709
10256,001919.txt,Car,642.49,190.2,715.48,242.62,22.49,22.988169
10257,001919.txt,Car,435.63,196.55,508.61,248.94,23.02,23.242687
10258,001919.txt,Car,463.06,194.61,511.11,236.01,28.63,29.899498
10259,001919.txt,Car,481.48,194.37,525.79,228.42,33.29,35.220127
10260,001919.txt,Car,769.87,173.81,845.31,210.7,41.55,35.12141
10261,001920.txt,Truck,1029.03,10.52,1241.0,374.0,2.25,2.6066895
10262,001920.txt,Cyclist,800.5,162.76,829.95,219.18,24.47,23.640724
10263,001920.txt,Car,380.1,181.66,427.8,205.98,47.47,48.739304
10264,001921.txt,Car,204.83,198.43,458.36,368.98,8.72,8.396539
10265,001921.txt,Car,0.0,206.27,262.32,374.0,7.85,6.140261
10266,001921.txt,Cyclist,999.47,192.55,1241.0,374.0,5.36,3.2143323
10267,001921.txt,Cyclist,1152.08,199.64,1241.0,374.0,3.81,2.4140315
10268,001921.txt,Car,484.27,189.68,549.38,246.68,22.68,22.61419
10269,001921.txt,Car,533.09,189.7,572.11,224.96,34.26,35.589092
10270,001921.txt,Van,548.12,174.3,581.24,212.05,50.53,50.504307
10271,001921.txt,Car,659.04,184.66,773.4,229.61,27.78,27.186699
10272,001921.txt,Car,650.43,185.89,750.46,221.14,33.77,33.760487
10273,001921.txt,Car,632.6,182.39,706.21,213.1,41.54,41.149296
10274,001921.txt,Van,570.41,180.58,593.12,203.7,70.34,74.358315
10275,001921.txt,Van,403.46,172.26,526.48,278.13,15.72,15.098671
10276,001922.txt,Truck,570.67,124.76,645.42,215.3,33.68,34.43765
10277,001922.txt,Car,0.0,193.89,99.85,234.08,30.07,29.539553
10278,001922.txt,Car,72.35,188.44,164.9,223.17,34.5,34.51493
10279,001922.txt,Car,160.41,187.67,228.27,219.57,40.44,40.01953
10280,001922.txt,Car,211.15,189.52,269.7,213.42,45.59,49.37067
10281,001923.txt,Pedestrian,367.39,154.06,442.39,310.59,8.31,8.787769
10282,001924.txt,Car,900.92,181.63,1241.0,374.0,5.1,4.813949
10283,001924.txt,Car,802.1,151.83,1027.59,310.34,10.73,9.987572
10284,001924.txt,Car,784.8,170.17,847.26,230.8,21.34,22.210938
10285,001924.txt,Van,779.55,148.37,844.79,208.43,33.87,33.59289
10286,001925.txt,Car,554.66,173.72,628.57,241.11,19.17,19.846767
10287,001925.txt,Truck,23.09,0.0,502.84,375.0,8.5,11.566978
10288,001925.txt,Car,461.28,184.21,530.84,231.19,22.63,25.08486
10289,001925.txt,Car,491.71,178.27,544.16,216.91,29.48,31.307053
10290,001925.txt,Car,513.48,175.62,554.49,210.49,36.16,37.485123
10291,001926.txt,Car,865.66,182.54,1241.0,374.0,5.93,4.939013
10292,001926.txt,Car,430.21,164.87,546.81,271.66,14.76,14.433645
10293,001926.txt,Person_sitting,871.92,185.38,985.06,374.0,6.09,5.147875
10294,001926.txt,Car,0.0,211.46,321.58,374.0,3.57,5.038586
10295,001926.txt,Car,721.88,184.63,821.33,246.5,18.59,19.1881
10296,001926.txt,Car,774.35,186.93,939.19,293.63,12.5,12.08383
10297,001926.txt,Car,558.35,176.62,592.55,208.64,36.41,40.92984
10298,001926.txt,Car,492.49,179.89,565.2,238.95,20.46,21.955154
10299,001926.txt,Car,715.86,182.75,781.77,233.18,23.55,24.081146
10300,001926.txt,Car,696.6,180.29,747.72,217.73,30.32,31.110767
10301,001926.txt,Car,683.47,178.78,726.69,211.22,35.0,35.85053
10302,001927.txt,Car,1021.43,163.53,1241.0,279.33,11.7,11.263554
10303,001927.txt,Car,98.48,177.85,295.16,255.76,15.46,16.798683
10304,001928.txt,Car,575.59,180.23,611.55,213.02,37.38,37.96779
10305,001928.txt,Car,185.71,191.01,337.38,264.97,16.09,16.949747
10306,001928.txt,Car,338.47,193.63,488.73,288.12,13.24,13.6310835
10307,001928.txt,Car,337.57,186.0,419.46,232.05,25.28,25.993904
10308,001928.txt,Car,451.35,186.05,512.23,224.52,28.96,30.699211
10309,001928.txt,Van,504.28,160.27,547.07,208.58,44.07,45.921185
10310,001928.txt,Car,0.0,191.28,52.44,271.52,12.66,13.354469
10311,001928.txt,Car,163.47,190.91,274.63,237.82,23.45,26.283068
10312,001928.txt,Car,263.06,182.01,343.54,223.38,30.84,30.541876
10313,001929.txt,Car,286.77,202.49,457.47,323.13,11.83,11.3520355
10314,001929.txt,Car,812.34,201.45,1211.64,374.0,6.14,5.6865697
10315,001929.txt,Car,708.6,189.22,885.95,312.8,10.81,10.722586
10316,001929.txt,Car,668.37,195.57,776.44,270.27,16.82,16.427486
10317,001929.txt,Car,393.81,203.71,499.53,275.79,17.72,17.337719
10318,001929.txt,Car,442.21,197.97,505.6,250.01,23.36,24.48197
10319,001929.txt,Car,473.53,201.16,528.18,243.31,27.87,28.95486
10320,001929.txt,Car,659.08,194.4,731.95,248.75,23.01,22.473198
10321,001929.txt,Car,653.14,192.79,704.16,234.51,28.59,28.320414
10322,001929.txt,Car,812.78,176.69,903.07,219.57,35.76,29.210732
10323,001929.txt,Cyclist,545.39,192.94,559.28,209.1,75.64,79.295654
10324,001930.txt,Car,81.82,175.57,172.24,213.47,31.0,32.830593
10325,001930.txt,Car,341.24,175.25,375.59,193.0,62.09,64.03884
10326,001930.txt,Car,575.19,173.48,614.87,213.02,32.16,33.525116
10327,001931.txt,Tram,311.48,89.56,769.84,243.09,21.02,22.428291
10328,001931.txt,Tram,725.03,105.49,856.69,218.31,23.99,26.943913
10329,001931.txt,Pedestrian,1040.0,138.9,1110.07,308.02,8.27,8.226887
10330,001931.txt,Pedestrian,784.5,166.83,865.79,323.82,8.02,8.393425
10331,001931.txt,Pedestrian,472.43,192.58,569.25,373.0,5.99,6.7121334
10332,001931.txt,Car,0.0,172.66,234.04,313.86,10.43,10.176176
10333,001932.txt,Van,0.0,174.12,344.76,374.0,6.41,7.189804
10334,001932.txt,Car,466.43,183.42,530.19,230.93,23.44,25.619993
10335,001932.txt,Van,493.57,167.83,547.13,215.74,29.6,34.49517
10336,001932.txt,Car,548.06,173.38,577.82,196.9,47.52,48.627445
10337,001933.txt,Car,585.69,170.52,607.19,187.55,55.74,65.305626
10338,001933.txt,Car,560.66,169.1,579.47,184.52,66.86,70.62942
10339,001934.txt,Car,583.17,179.76,599.4,192.62,73.29,74.24834
10340,001934.txt,Car,428.46,182.28,477.41,214.12,36.8,37.594696
10341,001934.txt,Car,493.52,178.09,521.61,196.88,59.7,66.227325
10342,001935.txt,Car,565.01,171.09,617.27,221.53,24.9,27.01706
10343,001936.txt,Car,599.38,175.3,627.78,203.36,44.67,45.88005
10344,001936.txt,Car,240.83,190.57,352.57,249.42,20.21,20.848148
10345,001937.txt,Car,573.65,176.47,660.27,255.34,16.64,17.008217
10346,001937.txt,Car,158.65,193.89,383.76,316.3,10.3,10.862698
10347,001937.txt,Car,110.19,184.68,294.01,268.28,15.16,15.843657
10348,001937.txt,Car,380.51,182.8,484.6,246.26,18.74,19.486599
10349,001937.txt,Misc,439.59,121.36,543.98,222.82,30.67,31.834291
10350,001937.txt,Misc,536.28,149.73,571.04,196.66,66.5,68.23196
10351,001937.txt,Car,0.0,186.32,100.02,262.49,15.08,15.916429
10352,001937.txt,Car,235.03,183.22,324.6,222.84,27.42,29.869682
10353,001937.txt,Van,317.31,168.06,385.7,210.37,34.21,36.12253
10354,001937.txt,Car,659.2,183.24,690.26,201.27,59.42,62.96065
10355,001938.txt,Car,189.21,195.07,463.84,279.44,13.16,13.942238
10356,001938.txt,Car,804.63,176.71,1241.0,316.57,8.67,9.03163
10357,001938.txt,Car,753.1,163.91,1057.65,279.63,12.0,11.921137
10358,001938.txt,Car,375.45,186.47,518.8,234.17,23.7,24.67828
10359,001938.txt,Car,424.01,185.73,538.01,222.75,28.99,30.101772
10360,001939.txt,Van,988.06,141.14,1162.81,304.42,11.16,10.870186
10361,001939.txt,Car,552.11,189.54,726.31,282.8,14.46,14.4457655
10362,001939.txt,Car,418.8,166.99,603.52,274.19,16.15,13.420037
10363,001939.txt,Car,831.49,168.91,914.8,231.81,18.44,20.94374
10364,001939.txt,Van,1113.68,134.94,1193.27,199.99,33.63,24.5035
10365,001939.txt,Truck,1030.98,115.12,1101.11,203.96,32.99,31.247362
10366,001939.txt,Misc,269.44,210.46,528.66,273.33,16.88,17.701529
10367,001939.txt,Car,241.32,193.16,430.44,265.07,18.81,16.762897
10368,001939.txt,Car,164.86,200.12,307.52,256.5,21.15,22.107239
10369,001939.txt,Misc,203.37,202.26,329.23,259.63,19.59,20.414593
10370,001939.txt,Misc,330.86,178.49,387.72,223.06,34.01,38.004406
10371,001940.txt,Pedestrian,350.94,161.31,369.35,203.89,32.04,32.97909
10372,001940.txt,Car,316.15,153.47,379.3,201.82,35.15,37.275253
10373,001940.txt,Car,361.42,163.65,423.7,199.1,37.6,37.418095
10374,001940.txt,Car,416.77,163.74,489.06,194.13,39.03,37.746994
10375,001940.txt,Van,580.79,154.82,649.14,192.14,43.72,42.948082
10376,001940.txt,Car,616.32,162.75,667.83,187.69,46.11,49.386204
10377,001940.txt,Car,658.17,160.12,712.35,186.4,48.31,48.893307
10378,001940.txt,Car,687.99,165.8,747.68,186.35,52.66,55.60979
10379,001940.txt,Car,725.24,165.96,768.97,186.6,53.32,54.42725
10380,001940.txt,Car,746.17,166.71,795.83,186.19,54.06,58.23193
10381,001940.txt,Car,767.91,164.87,825.58,185.0,55.22,56.992207
10382,001940.txt,Van,809.99,154.05,870.14,181.93,58.95,56.43768
10383,001940.txt,Car,835.54,162.22,888.66,181.03,60.5,62.619087
10384,001940.txt,Car,858.53,163.22,904.78,180.37,62.07,67.68439
10385,001941.txt,Car,0.0,170.11,342.38,309.37,8.81,9.850326
10386,001941.txt,Van,0.0,79.64,410.28,281.64,11.35,15.825719
10387,001941.txt,Car,757.26,186.46,1090.41,374.0,7.51,7.6744804
10388,001941.txt,Car,877.55,179.13,1117.91,269.74,12.28,13.694751
10389,001941.txt,Car,774.57,177.18,996.11,246.09,16.65,17.030045
10390,001941.txt,Car,273.88,168.58,453.69,231.79,18.97,19.990387
10391,001941.txt,Car,635.69,173.63,662.64,193.43,50.73,57.935635
10392,001941.txt,Car,473.56,168.65,546.49,195.5,44.38,46.012165
10393,001941.txt,Car,689.95,172.64,773.56,204.11,36.16,36.969433
10394,001941.txt,Car,397.01,170.52,513.97,214.01,26.12,29.39292
10395,001941.txt,Car,736.07,171.74,843.41,216.23,26.62,27.729887
10396,001942.txt,Car,572.84,173.41,621.47,217.76,28.14,28.949944
10397,001942.txt,Misc,89.27,83.62,442.74,352.13,9.06,11.579867
10398,001942.txt,Car,355.32,186.74,481.01,264.72,14.97,16.199585
10399,001942.txt,Car,0.0,185.57,116.19,316.84,8.64,9.309305
10400,001942.txt,Car,32.68,180.9,191.73,249.15,17.8,19.778904
10401,001942.txt,Truck,460.1,103.47,556.79,220.91,33.14,33.569447
10402,001943.txt,Car,580.57,176.66,598.0,190.47,68.34,72.31441
10403,001943.txt,Car,0.0,184.95,117.22,325.25,7.96,8.80479
10404,001943.txt,Car,463.13,177.96,502.2,204.74,42.16,45.652454
10405,001944.txt,Car,508.14,182.67,557.93,213.68,34.64,36.837566
10406,001944.txt,Car,412.0,184.99,501.55,215.18,39.5,38.24912
10407,001945.txt,Truck,589.34,162.02,622.03,197.43,64.88,68.96399
