filename,class,xmin,ymin,xmax,ymax,z_true
001990.txt,Van,886.59,153.42,960.35,189.0,43.09
001990.txt,Truck,967.19,131.87,1095.12,189.11,32.47
001991.txt,Car,577.17,172.23,636.95,226.72,23.25
001991.txt,Car,0.0,194.89,133.82,317.15,9.18
001991.txt,Car,123.25,189.44,380.14,322.71,10.09
001991.txt,Car,284.75,183.32,382.77,234.29,22.52
001991.txt,Van,382.16,137.95,502.35,242.07,20.59
001991.txt,Car,364.32,180.66,432.36,219.92,29.77
001991.txt,Car,488.5,173.79,537.73,213.0,32.08
001991.txt,Car,510.96,177.83,544.58,204.53,44.32
001991.txt,Misc,533.51,155.9,564.11,191.09,77.4
001992.txt,Car,0.0,208.11,331.59,374.0,3.74
001992.txt,Car,443.03,184.8,534.56,259.28,17.56
001992.txt,Car,509.2,184.82,561.21,229.66,26.93
001992.txt,Van,532.93,165.22,576.68,213.54,40.1
001992.txt,Car,56.34,195.44,320.72,336.6,9.76
001992.txt,Car,672.27,179.94,814.39,235.09,22.67
001992.txt,Car,660.72,181.91,779.91,223.43,28.63
001992.txt,Car,636.74,177.93,721.02,212.94,36.43
001992.txt,Van,562.34,174.74,592.57,203.3,57.49
001992.txt,Van,282.44,155.62,497.43,326.42,10.62
001992.txt,Cyclist,1100.36,154.21,1241.0,284.24,10.31
001993.txt,Car,602.79,170.85,659.64,220.25,24.47
001993.txt,Car,491.96,167.55,530.53,200.21,38.19
001994.txt,Pedestrian,905.6,139.99,980.12,303.12,8.49
001995.txt,Car,224.78,193.9,310.54,222.16,41.4
001996.txt,Car,381.47,188.51,472.84,248.5,19.31
001996.txt,Van,533.49,154.22,598.67,198.33,47.27
001996.txt,Car,0.0,191.48,250.33,303.59,11.27
001997.txt,Car,585.41,177.1,627.85,217.96,31.2
001997.txt,Cyclist,918.37,153.7,1012.97,282.05,11.25
001997.txt,Tram,497.91,149.28,556.94,213.01,48.89
001997.txt,Car,406.29,186.27,442.17,207.63,53.53
001998.txt,Pedestrian,670.91,157.44,717.68,256.89,12.79
001998.txt,Cyclist,771.53,155.82,859.07,238.35,15.06
001998.txt,Cyclist,1018.14,142.3,1124.2,227.56,15.38
001998.txt,Pedestrian,1032.05,138.15,1072.56,268.3,10.11
001998.txt,Pedestrian,1053.65,127.08,1116.45,286.66,8.82
001998.txt,Pedestrian,1040.72,149.15,1073.82,273.5,9.56
001998.txt,Van,588.44,160.65,607.73,182.44,69.81
001999.txt,Car,0.0,182.48,192.03,374.0,6.25
001999.txt,Car,0.0,180.95,215.7,324.66,8.82
001999.txt,Car,33.81,190.74,341.7,302.75,11.08
001999.txt,Car,105.65,180.24,378.82,270.34,13.61
001999.txt,Car,246.07,182.74,425.01,254.02,18.14
001999.txt,Car,279.58,172.1,453.09,249.77,20.69
001999.txt,Cyclist,533.14,188.15,548.71,225.14,32.38
001999.txt,Car,878.3,216.53,1241.0,374.0,3.79
001999.txt,Car,931.18,177.27,1241.0,327.58,8.9
001999.txt,Car,870.72,186.29,1146.98,294.82,11.36
001999.txt,Car,816.03,193.75,1018.94,276.25,14.19
001999.txt,Car,801.29,187.38,949.16,257.51,16.79
001999.txt,Car,751.21,190.73,920.94,255.29,19.27
001999.txt,Car,723.87,192.6,877.59,243.93,22.22
001999.txt,Car,723.71,182.37,849.45,237.67,24.53
001999.txt,Car,399.42,189.15,507.58,225.38,31.88
001999.txt,Car,427.65,191.12,520.0,224.21,34.61
001999.txt,Car,634.31,189.71,673.23,219.73,37.69
001999.txt,Car,624.2,187.39,648.17,208.29,52.74
001999.txt,Van,610.69,178.3,625.86,196.05,98.78
002000.txt,Car,0.0,201.43,303.98,369.0,3.35
002000.txt,Cyclist,991.71,147.35,1029.66,217.34,18.34
002000.txt,Car,956.95,156.33,1124.69,205.06,23.55
002000.txt,Car,439.37,172.17,476.11,200.79,37.94
002000.txt,Misc,370.74,169.93,394.17,203.93,40.13
002000.txt,Car,224.79,176.21,310.48,218.48,29.92
002001.txt,Car,997.55,196.75,1241.0,374.0,7.93
002001.txt,Car,962.03,189.99,1016.03,230.58,28.51
002002.txt,Car,0.0,198.72,258.53,374.0,2.8
002002.txt,Car,897.31,177.36,1241.0,374.0,3.5
002002.txt,Truck,291.82,108.28,504.33,305.35,12.3
002002.txt,Car,691.05,180.6,785.51,251.88,16.79
002002.txt,Van,630.78,170.13,667.62,206.0,42.19
002002.txt,Car,554.54,179.21,576.24,197.11,66.26
002003.txt,Car,0.0,203.22,309.97,374.0,4.39
002003.txt,Pedestrian,858.63,154.45,893.76,248.41,15.6
002003.txt,Car,799.63,183.2,1006.6,313.93,10.08
002003.txt,Car,748.42,183.41,870.32,262.28,15.57
002003.txt,Car,401.07,182.21,517.42,260.4,16.37
002003.txt,Car,470.97,183.01,543.78,237.41,21.82
002003.txt,Car,713.41,179.63,791.83,234.82,22.37
002003.txt,Car,510.9,177.92,566.02,224.4,29.36
002003.txt,Car,563.04,178.2,614.75,212.65,36.17
002003.txt,Car,708.0,178.94,753.03,220.83,29.8
002003.txt,Car,654.25,176.97,706.16,202.25,46.38
002004.txt,Van,588.24,146.47,667.6,228.42,24.71
002004.txt,Car,738.17,187.68,895.75,248.97,18.67
002004.txt,Misc,489.34,163.93,528.8,182.35,42.96
002004.txt,Van,492.57,140.49,522.86,177.28,49.36
002005.txt,Pedestrian,54.75,181.45,107.18,313.37,8.78
002005.txt,Pedestrian,382.9,165.6,405.5,236.4,19.42
002005.txt,Person_sitting,1141.65,190.59,1224.89,309.66,8.07
002006.txt,Car,0.82,176.16,105.58,218.73,28.32
002006.txt,Car,60.62,165.58,143.36,199.65,38.16
002006.txt,Car,561.82,171.63,623.34,232.96,21.54
002006.txt,Car,185.11,167.29,232.24,193.27,48.98
002006.txt,Cyclist,765.44,176.23,777.38,204.22,43.27
002007.txt,Pedestrian,346.28,177.03,392.31,307.1,9.14
002007.txt,Pedestrian,302.88,165.2,352.02,301.5,9.35
002007.txt,Pedestrian,712.82,169.11,743.48,265.76,13.45
002007.txt,Cyclist,463.86,174.67,496.78,233.55,21.14
002007.txt,Pedestrian,542.79,179.55,563.2,214.67,32.09
002007.txt,Pedestrian,530.83,177.18,551.09,214.24,31.85
002008.txt,Car,550.58,169.49,716.09,328.96,9.13
002008.txt,Tram,681.57,123.11,894.47,195.99,38.5
002008.txt,Car,46.98,183.2,228.35,260.61,17.26
002008.txt,Car,318.41,180.67,387.24,219.21,32.0
002008.txt,Cyclist,48.71,170.67,108.69,228.21,23.27
002009.txt,Car,867.24,168.82,1131.48,247.6,14.83
002009.txt,Car,565.3,184.71,592.09,208.34,49.83
002009.txt,Car,473.44,187.03,506.34,210.57,47.57
002010.txt,Van,158.67,135.61,362.19,284.01,16.19
002010.txt,Car,590.4,186.73,606.62,199.9,73.32
002011.txt,Car,590.75,172.89,624.08,205.83,38.33
002011.txt,Car,206.84,188.8,356.0,254.42,17.56
002011.txt,Tram,455.99,163.03,482.5,184.3,140.09
002012.txt,Car,0.0,210.85,109.47,374.0,5.22
002012.txt,Car,281.58,190.06,417.69,270.32,16.31
002012.txt,Car,374.09,187.74,462.07,241.56,21.7
002012.txt,Car,423.89,186.13,485.25,229.05,26.61
002012.txt,Car,457.05,184.52,509.11,218.62,32.51
002012.txt,Car,793.1,153.37,909.46,197.68,28.16
002012.txt,Car,764.6,155.87,850.16,194.16,33.04
002012.txt,Car,1143.33,130.67,1241.0,173.56,27.37
002012.txt,Car,1095.5,134.02,1238.55,176.66,30.08
002012.txt,Car,1062.38,139.46,1200.25,175.38,32.99
002012.txt,Car,1034.28,140.22,1160.3,174.44,35.34
002012.txt,Car,492.32,181.83,534.13,209.28,40.22
002012.txt,Car,665.84,171.85,708.39,204.98,34.32
002013.txt,Car,600.06,176.27,629.39,205.25,43.31
002014.txt,Car,0.0,201.5,304.04,369.0,3.35
002014.txt,Cyclist,991.71,147.36,1029.67,217.37,18.34
002014.txt,Car,1115.58,152.35,1223.0,201.38,22.88
002014.txt,Car,451.78,172.3,510.76,205.16,33.23
002014.txt,Misc,324.51,171.46,358.47,216.83,30.35
002014.txt,Car,129.3,179.13,251.94,235.4,23.19
002015.txt,Pedestrian,424.44,177.8,470.07,301.87,9.39
002015.txt,Pedestrian,379.5,170.92,427.97,304.45,9.18
002015.txt,Pedestrian,720.23,160.01,756.78,248.28,15.95
002015.txt,Pedestrian,760.84,157.34,791.51,248.03,15.69
002015.txt,Cyclist,865.56,178.45,897.51,234.76,18.75
002015.txt,Pedestrian,351.3,169.04,383.77,252.46,14.09
002016.txt,Tram,621.09,151.7,690.37,191.64,71.99
002016.txt,Car,31.06,192.25,253.86,288.31,15.06
002016.txt,Cyclist,976.19,152.54,1026.32,219.79,19.96
002017.txt,Car,552.74,171.06,712.89,325.36,9.38
002017.txt,Cyclist,313.81,175.91,334.01,205.13,44.95
002017.txt,Car,347.06,182.31,410.3,214.54,35.85
002018.txt,Car,518.06,163.07,739.75,373.2,7.02
002018.txt,Car,377.59,185.03,417.6,205.04,53.03
002018.txt,Car,334.38,187.94,373.98,208.31,52.04
002018.txt,Car,424.62,181.27,463.3,201.35,53.65
002018.txt,Car,947.55,174.51,1085.39,218.58,27.64
002018.txt,Car,1019.44,172.62,1237.85,236.86,18.12
002018.txt,Car,486.46,181.27,623.21,237.33,19.55
002018.txt,Car,934.67,172.34,1039.5,208.05,33.58
002018.txt,Car,0.0,202.73,87.22,258.6,21.59
002019.txt,Car,444.24,181.97,526.53,234.95,21.38
002020.txt,Car,1017.68,204.65,1241.0,374.0,1.34
002020.txt,Car,1004.46,171.77,1241.0,288.53,10.21
002020.txt,Car,351.43,182.78,484.08,269.58,14.31
002020.txt,Car,715.01,180.26,836.11,266.68,13.94
002020.txt,Van,415.67,159.36,513.6,245.14,19.61
002020.txt,Car,680.55,177.67,776.02,241.08,18.79
002020.txt,Van,211.03,147.56,408.94,219.61,27.93
002020.txt,Van,608.82,166.18,636.29,196.31,50.04
002020.txt,Van,756.04,149.32,874.23,194.78,44.44
002021.txt,Car,599.18,177.35,627.1,204.94,45.41
002021.txt,Car,227.95,191.71,322.63,237.08,25.84
002021.txt,Car,292.8,189.16,382.83,238.62,22.81
002021.txt,Car,460.18,182.77,492.91,205.88,46.96
002022.txt,Car,468.35,180.48,548.33,235.58,21.8
002022.txt,Car,549.0,171.18,572.26,193.77,52.32
002023.txt,Pedestrian,942.37,154.33,1003.73,290.62,9.29
002024.txt,Van,509.99,167.88,543.62,204.55,41.96
002024.txt,Cyclist,537.86,170.04,591.47,270.49,13.48
002024.txt,Car,751.67,184.29,1241.0,374.0,5.91
002024.txt,Car,0.0,197.52,257.14,373.42,8.56
002024.txt,Van,169.62,178.9,347.53,290.3,13.84
002024.txt,Car,644.27,172.08,789.56,277.84,12.85
002024.txt,Car,601.25,176.12,702.66,245.88,17.99
002024.txt,Car,290.17,190.06,385.31,254.59,18.86
002024.txt,Pedestrian,858.89,156.91,901.95,255.28,12.9
002024.txt,Car,339.98,187.05,406.22,233.97,24.52
002024.txt,Car,582.02,182.76,645.14,229.57,23.23
002025.txt,Car,587.11,172.87,613.32,198.78,48.24
002025.txt,Tram,0.0,119.61,334.29,244.43,32.07
002025.txt,Cyclist,713.19,155.36,741.27,227.21,19.46
002026.txt,Misc,452.17,181.81,519.97,249.14,18.47
002026.txt,Car,650.16,185.07,693.51,219.57,36.8
002027.txt,Car,615.31,173.95,655.04,213.83,30.04
002027.txt,Car,467.32,182.1,543.29,228.42,24.72
002027.txt,Car,511.47,176.41,556.63,212.56,31.62
002027.txt,Car,537.02,174.47,572.18,198.78,43.46
002028.txt,Car,709.55,174.99,885.05,295.21,12.08
002028.txt,Car,306.83,181.44,468.41,243.72,18.85
002028.txt,Car,383.67,179.13,475.96,220.95,28.36
002028.txt,Van,413.86,169.17,515.53,214.02,32.79
002028.txt,Car,694.74,176.04,762.64,205.26,37.3
002028.txt,Car,619.13,178.25,649.78,199.72,49.55
002029.txt,Car,0.0,221.7,173.43,374.0,1.73
002029.txt,Car,686.57,187.14,768.04,251.55,19.38
002029.txt,Car,669.73,183.87,736.04,235.03,24.63
002029.txt,Van,651.86,163.11,711.29,222.86,31.79
002029.txt,Car,530.63,180.97,562.27,212.61,36.93
002030.txt,Pedestrian,238.66,151.29,301.66,309.14,8.52
002031.txt,Car,399.8,184.42,491.5,215.45,36.4
002032.txt,Car,579.01,173.56,604.92,188.61,72.36
002032.txt,Car,719.29,173.26,739.12,190.02,64.43
002033.txt,Car,577.56,173.61,830.23,259.64,13.72
002033.txt,Car,547.9,184.44,575.2,208.59,48.74
002033.txt,Car,453.42,187.92,487.62,212.19,46.35
002034.txt,Car,383.55,192.77,517.49,287.08,14.01
002034.txt,Van,598.16,203.72,626.3,234.64,65.24
002035.txt,Car,0.0,189.05,197.88,374.0,2.1
002035.txt,Car,917.02,200.44,1241.0,374.0,2.83
002035.txt,Car,264.07,189.1,452.59,299.49,12.0
002035.txt,Car,711.54,181.6,873.47,296.49,11.03
002035.txt,Car,653.11,176.28,723.07,230.84,21.78
002035.txt,Pedestrian,425.07,181.46,450.95,243.92,19.26
002035.txt,Car,389.22,172.64,491.81,220.36,28.62
002035.txt,Misc,638.22,136.85,704.6,216.87,28.92
002035.txt,Car,540.53,177.52,561.52,195.22,65.71
002036.txt,Cyclist,497.82,148.68,594.69,302.07,8.73
002036.txt,Car,784.58,124.54,822.25,152.15,45.95
002037.txt,Car,130.14,190.79,233.14,238.34,27.56
002037.txt,Car,375.53,186.9,413.46,205.73,54.64
002038.txt,Car,1096.87,174.29,1233.96,260.59,15.68
002038.txt,Van,0.0,149.91,231.24,324.71,9.08
002038.txt,Car,623.24,179.23,782.74,255.14,17.27
002038.txt,Car,877.05,180.37,979.81,227.64,24.92
002038.txt,Car,1006.5,180.5,1084.61,214.51,32.55
002038.txt,Car,1078.58,179.52,1139.87,209.96,36.93
002039.txt,Car,57.9,189.84,391.55,293.66,11.84
002039.txt,Car,1219.46,157.7,1241.0,208.14,18.88
002039.txt,Car,516.65,184.55,544.6,209.44,47.36
002039.txt,Car,419.02,187.96,455.13,213.14,44.77
002040.txt,Car,573.49,183.23,654.03,260.18,16.44
002040.txt,Car,0.0,213.76,87.78,277.19,18.04
002040.txt,Car,244.07,196.21,342.25,238.07,28.65
002040.txt,Car,168.72,202.49,254.74,238.45,34.25
002040.txt,Car,357.04,191.05,401.58,217.78,47.4
002041.txt,Car,199.46,176.48,399.01,323.96,10.08
002041.txt,Car,319.58,188.12,450.36,273.67,14.93
002041.txt,Car,842.79,160.35,908.02,182.4,54.19
002041.txt,Car,1034.91,189.97,1241.0,374.0,4.39
002041.txt,Car,990.1,166.12,1188.15,336.63,8.51
002041.txt,Car,726.45,160.98,910.69,229.88,20.15
002041.txt,Car,1038.64,168.01,1171.3,215.63,23.4
002042.txt,Pedestrian,299.82,192.55,382.16,373.0,6.45
002042.txt,Pedestrian,925.73,170.23,975.73,286.11,10.31
002042.txt,Pedestrian,292.6,174.39,331.91,319.39,8.58
002042.txt,Pedestrian,450.93,174.65,497.6,282.02,12.03
002042.txt,Pedestrian,793.18,164.97,820.51,256.19,14.39
002042.txt,Pedestrian,590.74,171.71,609.74,242.02,18.63
002042.txt,Pedestrian,537.37,177.19,556.7,237.19,21.24
002042.txt,Pedestrian,561.44,174.64,579.77,229.61,24.26
002042.txt,Pedestrian,694.14,170.2,711.48,229.83,23.23
002043.txt,Car,292.69,176.29,411.41,227.62,23.89
002043.txt,Car,692.11,167.81,742.84,204.79,37.41
002043.txt,Car,552.45,178.81,582.17,207.62,38.7
002044.txt,Car,706.03,187.97,824.88,272.35,13.91
002044.txt,Car,27.95,179.52,250.0,283.64,12.85
002044.txt,Car,255.03,186.69,448.82,303.33,11.19
002044.txt,Car,440.15,177.62,515.61,233.55,21.99
002044.txt,Car,655.07,179.4,713.07,222.08,26.85
002044.txt,Car,482.38,181.83,535.4,220.45,29.87
002044.txt,Car,384.52,182.63,443.24,217.66,31.22
002044.txt,Car,438.27,181.96,479.7,208.22,41.24
002044.txt,Car,527.9,181.84,554.3,201.47,52.43
002044.txt,Car,585.61,178.4,610.57,201.83,50.85
002044.txt,Car,628.85,179.88,652.11,200.1,53.37
002044.txt,Car,618.55,178.99,637.35,196.43,64.1
002044.txt,Van,339.64,164.85,382.09,191.04,66.72
002045.txt,Van,719.18,152.25,884.57,279.13,12.37
002045.txt,Person_sitting,482.58,184.05,520.7,247.81,15.42
002045.txt,Person_sitting,451.91,185.65,490.74,248.35,15.43
002045.txt,Person_sitting,470.02,186.66,501.84,245.07,16.35
002045.txt,Pedestrian,379.01,165.86,406.68,251.92,15.6
002045.txt,Pedestrian,364.53,165.37,397.62,247.05,16.27
002046.txt,Car,560.41,182.0,600.72,214.12,30.57
002046.txt,Car,511.95,182.68,545.9,207.65,42.3
002046.txt,Car,1049.59,197.75,1212.55,260.74,17.72
002046.txt,Van,569.61,167.53,593.34,198.77,55.13
002047.txt,Car,811.76,186.75,1230.61,374.0,6.83
002047.txt,Car,236.18,180.58,287.64,205.21,43.66
002047.txt,Car,268.12,180.81,313.32,201.69,47.84
002048.txt,Car,888.35,184.43,982.23,250.23,19.44
002048.txt,Car,335.96,177.03,541.82,279.17,12.42
002048.txt,Pedestrian,453.1,175.26,490.62,287.31,11.18
002048.txt,Van,862.23,168.77,909.18,214.09,35.31
002049.txt,Car,848.28,177.15,1241.0,374.0,5.0
002049.txt,Car,492.89,167.2,568.22,218.75,26.95
002049.txt,Car,555.3,174.41,610.58,207.74,34.37
002049.txt,Car,631.28,173.72,662.91,194.97,50.42
002049.txt,Cyclist,698.51,167.41,717.65,215.08,27.9
002050.txt,Car,0.0,176.1,246.18,366.5,7.21
002050.txt,Car,0.0,177.23,254.33,306.06,9.78
002050.txt,Car,85.5,188.84,362.75,290.64,12.06
002050.txt,Car,141.75,179.25,394.19,263.03,14.58
002050.txt,Car,267.43,177.49,435.7,244.71,19.11
002050.txt,Car,296.73,166.89,461.34,240.86,21.66
002050.txt,Cyclist,536.93,183.83,551.75,219.04,33.75
002050.txt,Car,838.19,208.09,1241.0,374.0,4.79
002050.txt,Car,903.44,177.88,1241.0,312.84,9.86
002050.txt,Car,852.17,184.12,1102.31,283.43,12.3
002050.txt,Car,804.03,189.94,992.11,266.58,15.14
002050.txt,Car,792.5,183.12,931.3,248.79,17.75
002050.txt,Car,745.33,185.01,906.14,245.74,20.24
002050.txt,Car,720.96,187.71,867.94,236.4,23.18
002050.txt,Car,720.62,177.55,841.27,230.55,25.48
002050.txt,Car,406.46,183.7,511.03,218.49,32.9
002050.txt,Car,433.91,184.98,523.53,216.87,35.58
002050.txt,Car,634.33,184.49,672.1,213.11,38.67
002050.txt,Car,625.63,182.78,649.19,203.0,53.7
002050.txt,Van,611.79,173.24,626.88,190.81,99.75
002051.txt,Car,673.9,179.89,762.15,250.64,17.62
002051.txt,Car,538.36,173.32,584.93,212.87,31.84
002051.txt,Car,671.06,179.66,721.02,227.4,23.69
002051.txt,Car,661.95,173.99,707.69,215.2,29.8
002051.txt,Car,649.69,175.0,689.4,208.55,35.16
002052.txt,Car,578.66,175.73,619.92,213.35,32.82
002052.txt,Misc,413.33,143.18,522.68,241.91,20.22
002052.txt,Misc,0.0,0.0,399.17,375.0,5.52
002052.txt,Car,322.89,180.12,403.53,229.6,23.59
002052.txt,Van,382.83,166.89,459.61,218.03,30.82
002052.txt,Truck,508.57,128.52,568.51,208.07,45.02
002053.txt,Car,529.73,180.95,557.03,207.67,47.94
002054.txt,Car,738.71,184.5,918.99,312.07,10.46
002054.txt,Van,543.45,165.63,603.09,215.0,29.26
002054.txt,Van,693.09,167.53,746.23,216.04,28.51
002054.txt,Car,586.9,175.22,624.25,205.01,38.08
002054.txt,Car,400.06,175.37,531.04,219.96,25.35
002055.txt,Car,548.56,175.36,573.17,197.58,57.85
002056.txt,Car,573.05,177.32,612.16,214.98,33.72
002056.txt,Tram,500.35,150.23,551.59,203.74,56.76
002056.txt,Car,0.0,195.73,112.7,276.94,14.61
002056.txt,Car,274.98,187.81,353.26,227.2,30.8
002057.txt,Car,716.0,143.83,898.53,263.83,13.05
002057.txt,Car,302.84,189.59,439.11,282.76,13.8
002057.txt,Car,424.45,184.97,489.79,231.15,22.23
002057.txt,Car,455.06,173.09,507.96,217.74,28.66
002057.txt,Car,580.67,171.07,607.98,195.98,44.33
002058.txt,Pedestrian,530.68,145.6,595.79,325.67,7.8
002059.txt,Pedestrian,524.51,136.67,607.97,300.46,8.96
002060.txt,Car,568.95,180.29,625.39,225.6,23.69
002060.txt,Car,83.3,180.63,354.17,329.51,9.0
002060.txt,Car,385.93,174.04,508.23,224.45,25.09
002060.txt,Misc,347.6,187.19,421.0,246.55,16.0
002060.txt,Car,737.01,186.86,906.79,288.61,12.37
002060.txt,Van,649.72,155.22,710.53,213.01,33.24
002060.txt,Car,0.0,186.24,63.92,284.91,9.11
002060.txt,Car,590.98,177.13,630.07,212.8,32.82
002061.txt,Car,380.08,169.25,474.55,252.42,16.75
002061.txt,Car,431.92,175.13,479.1,212.32,31.06
002062.txt,Car,976.72,201.53,1241.0,374.0,1.39
002062.txt,Car,242.26,180.42,457.99,311.86,10.17
002062.txt,Car,717.95,189.19,906.73,309.4,10.42
002062.txt,Car,663.8,177.9,740.18,233.05,20.87
002062.txt,Car,452.65,175.69,523.93,228.73,21.36
002062.txt,Car,654.28,176.0,708.02,216.37,26.73
002063.txt,Car,0.0,190.41,144.62,330.64,9.53
002063.txt,Cyclist,1173.89,119.35,1223.0,318.46,6.64
002063.txt,Cyclist,481.62,162.05,498.59,203.52,32.8
002063.txt,Pedestrian,735.87,150.79,779.0,268.1,10.92
002063.txt,Pedestrian,683.16,140.47,735.95,270.69,10.93
002063.txt,Pedestrian,745.47,147.09,781.36,250.39,12.84
002063.txt,Cyclist,315.83,160.48,356.12,236.93,18.86
002063.txt,Pedestrian,1138.36,135.43,1156.62,181.62,30.4
002063.txt,Pedestrian,1159.72,139.38,1178.03,179.88,29.35
002063.txt,Pedestrian,1134.36,139.93,1152.31,184.97,29.48
002063.txt,Cyclist,1203.14,137.19,1223.0,185.26,27.08
002064.txt,Car,188.09,182.39,420.91,323.83,10.17
002064.txt,Car,659.9,168.48,695.33,201.93,37.05
002065.txt,Pedestrian,773.29,160.09,796.42,219.57,21.84
002065.txt,Pedestrian,800.72,163.43,821.02,220.54,21.38
002066.txt,Car,554.2,180.44,580.57,198.58,60.28
002067.txt,Car,0.0,198.33,264.09,374.0,4.62
002067.txt,Car,177.1,187.05,436.94,330.35,9.87
002067.txt,Car,1110.66,145.18,1241.0,246.9,13.87
002067.txt,Car,961.53,161.64,1106.26,241.18,15.42
002067.txt,Car,893.1,163.13,1014.37,231.26,17.94
002067.txt,Car,858.85,165.21,977.48,221.95,21.19
002067.txt,Car,826.97,164.91,940.44,217.19,23.97
002067.txt,Car,800.4,170.48,912.77,213.27,27.03
002067.txt,Car,691.58,174.21,794.11,253.94,16.36
002067.txt,Car,677.09,181.92,743.89,230.67,22.35
002067.txt,Car,440.07,177.0,527.73,237.45,20.92
002067.txt,Van,480.58,164.74,550.75,223.54,26.71
002067.txt,Car,732.1,165.69,814.57,201.83,35.64
002067.txt,Truck,611.14,141.09,668.12,200.03,48.86
002068.txt,Van,766.8,54.15,1241.0,374.0,6.67
002068.txt,Car,334.67,175.18,479.05,289.38,11.65
002068.txt,Car,692.62,181.05,785.27,246.23,17.85
002068.txt,Car,473.24,174.98,534.21,217.15,24.5
002068.txt,Car,515.64,169.1,556.16,205.1,32.53
002068.txt,Car,651.67,173.62,698.06,208.99,33.26
002069.txt,Car,548.81,173.77,565.86,188.67,73.16
002069.txt,Car,525.08,172.78,553.96,198.3,49.01
002070.txt,Car,567.84,175.09,621.42,226.95,24.24
002070.txt,Car,436.06,182.8,490.28,224.55,30.88
002070.txt,Car,523.53,179.6,548.66,198.2,60.79
002070.txt,Car,1009.17,160.43,1108.04,195.35,30.52
002070.txt,Van,1092.37,138.6,1241.0,196.89,24.63
002071.txt,Pedestrian,331.7,157.65,368.04,262.45,13.28
002071.txt,Pedestrian,77.23,154.29,149.23,373.0,5.61
002071.txt,Pedestrian,629.1,173.93,658.76,233.98,18.79
002071.txt,Pedestrian,504.79,169.17,527.45,239.09,17.42
002071.txt,Pedestrian,558.83,166.16,580.17,223.58,22.04
002071.txt,Pedestrian,630.78,163.49,645.77,214.45,25.52
002071.txt,Pedestrian,617.52,168.52,628.19,205.89,33.79
002071.txt,Van,747.08,0.0,1219.79,373.0,7.49
002072.txt,Car,132.18,189.9,419.97,362.85,7.78
002072.txt,Car,512.21,171.47,584.37,237.26,19.04
002072.txt,Car,499.92,168.51,556.53,215.28,26.07
002072.txt,Van,455.37,154.7,508.7,198.98,41.35
002072.txt,Car,587.84,169.37,623.63,205.26,30.98
002073.txt,Pedestrian,0.0,164.47,206.76,373.0,4.84
002073.txt,Pedestrian,951.6,152.83,996.5,271.13,11.0
002073.txt,Van,683.18,166.91,758.38,231.46,22.49
002073.txt,Person_sitting,941.61,149.85,1081.39,373.0,4.61
002074.txt,Car,587.75,183.13,616.98,206.26,41.94
002074.txt,Car,511.86,184.04,544.51,208.41,43.5
002074.txt,Car,0.0,183.97,347.93,374.0,5.8
002074.txt,Van,600.0,169.68,620.4,197.62,61.33
002075.txt,Pedestrian,445.37,178.98,460.08,213.05,40.24
002076.txt,Car,985.72,139.66,1164.21,195.66,20.63
002076.txt,Car,506.11,173.51,549.93,206.29,34.69
002076.txt,Cyclist,671.46,163.62,704.99,195.43,39.45
002076.txt,Cyclist,612.18,166.13,643.69,197.61,42.64
002076.txt,Cyclist,363.06,177.37,393.12,215.51,32.56
002076.txt,Pedestrian,444.38,173.69,460.71,208.88,39.08
002077.txt,Car,1232.01,173.54,1241.0,326.61,6.19
002077.txt,Car,241.95,187.18,451.63,317.05,10.33
002077.txt,Car,755.58,181.67,948.4,310.01,9.93
002077.txt,Van,364.38,149.66,496.58,260.79,15.64
002077.txt,Car,702.4,179.36,834.91,262.87,14.8
002077.txt,Car,702.35,176.51,765.64,229.73,21.24
002077.txt,Van,146.0,143.12,379.94,227.45,24.01
002077.txt,Car,717.92,162.87,795.98,214.99,26.61
002077.txt,Van,612.81,164.65,643.61,197.54,46.05
002077.txt,Van,774.08,146.08,905.42,196.22,40.39
002078.txt,Car,728.8,158.83,886.9,272.86,12.93
002078.txt,Car,422.26,178.28,513.46,245.29,18.72
002078.txt,Car,542.43,167.6,602.11,211.3,29.49
002078.txt,Car,694.38,169.44,759.37,213.9,25.5
002079.txt,Car,604.94,173.54,650.04,218.83,26.6
002079.txt,Car,0.0,211.33,295.66,374.0,4.61
002079.txt,Car,245.96,188.43,437.3,309.36,11.26
002079.txt,Car,438.71,183.86,515.43,232.51,23.03
002079.txt,Car,506.0,173.35,546.14,203.13,38.44
002080.txt,Car,0.0,200.02,369.8,359.74,7.49
002080.txt,Car,1091.07,176.48,1241.0,374.0,2.93
002080.txt,Car,874.81,144.89,1241.0,374.0,6.27
002080.txt,Car,300.23,180.39,491.9,242.95,18.06
002080.txt,Car,380.92,179.54,525.13,225.54,23.32
002080.txt,Car,807.2,167.6,1017.73,258.35,13.29
002080.txt,Car,827.8,167.72,1153.76,278.04,10.99
002080.txt,Pedestrian,529.83,165.58,545.83,209.4,31.71
002081.txt,Van,950.93,0.0,1103.67,374.0,1.64
002081.txt,Car,823.86,153.95,1191.28,374.0,7.05
002081.txt,Car,848.83,166.69,979.05,248.88,13.59
002081.txt,Car,867.09,153.98,946.66,194.37,28.41
002081.txt,Car,993.09,149.29,1077.36,205.65,22.83
002081.txt,Car,915.43,151.99,993.49,187.25,31.84
002082.txt,Car,0.0,204.34,103.16,304.34,12.71
